Index	ImgID	Ratings Received	Mean of Ratings	Standard Deviation	6	7	8	9	10	11	12
433	1440410	10	5.8	0.36	0	0	0	1	0	9	0
434	1440466	26	5.08	-1	-1	-1	-1	-1	-1	-1	-1
435	1441499	40	5.6	0.49	0	0	1	2	9	28	0
436	1441751	14	5.79	0.648888889	0	0	0	1	3	8	3
437	1442641	13	5.77	0.792899408	0	0	0	1	4	5	3
438	1445351	13	4.92	0.686390533	0	0	0	5	4	4	0
439	144537	11	4.09	1.333333333	0	0	1	1	1	3	0
440	1445659	21	5.33	0.603174603	0	0	0	4	6	11	0
441	1445704	22	4.95	0.316115702	0	0	0	4	15	3	0
442	1446654	36	5.58	0.520833333	0	0	0	3	11	20	2
443	1447132	11	5.64	0.41322314	0	0	0	1	2	8	0
444	1447162	31	4.97	0.676378772	0	0	1	7	16	6	1
445	1447177	26	5.5	0.403846154	0	0	0	2	9	15	0
446	1448987	11	4.82	0.138888889	0	0	0	2	10	0	0
447	1450602	25	6.24	0.2624	0	0	0	0	1	17	7
448	1450785	11	5.27	0.925619835	0	0	1	1	3	6	0
449	1452925	31	5.48	0.674012856	0	0	1	2	11	17	2
450	1453509	15	4.6	0.918367347	0	0	2	3	6	3	0
451	1453690	12	5.83	0.305555556	0	0	0	0	3	8	1
452	1454212	12	6.58	0.247933884	0	0	0	0	0	5	6
453	1455386	27	5.11	0.617283951	0	0	1	4	13	9	0
454	1457870	24	5.04	0.539930556	0	0	0	6	11	7	0
455	1459518	38	5.74	0.670562454	0	0	1	1	9	21	5
456	1460494	10	5.2	0.330578512	0	0	0	1	7	3	0
457	1460994	46	6	-1	-1	-1	-1	-1	-1	-1	-1
458	1461725	32	6.56	0.490358127	0	0	0	1	1	10	21
459	1462328	18	5.44	0.595155709	0	0	1	0	7	9	0
460	1462358	36	6.08	1.117192148	0	0	1	2	8	8	22
461	1464686	21	5.81	-1	-1	-1	-1	-1	-1	-1	-1
462	1464864	15	6	0.266666667	0	0	0	0	2	11	2
463	1465326	13	5.23	0.485207101	0	0	0	2	6	5	0
464	1466945	56	5.82	-1	-1	-1	-1	-1	-1	-1	-1
465	1467122	14	6.14	0.456747405	0	0	0	0	3	9	5
466	1467423	12	4.83	1.138888889	0	0	1	4	4	2	1
467	1467941	21	5.81	0.860879905	0	0	1	1	4	15	8
468	1468522	10	4.1	-1	-1	-1	-1	-1	-1	-1	-1
469	1469172	31	5.19	1.059313215	0	0	2	7	6	15	1
470	1470842	11	5.18	1.454545455	0	0	0	6	1	2	2
471	1471957	48	5.44	0.787760417	0	0	1	7	13	24	3
472	1472036	10	5.6	0.24	0	0	0	0	4	6	0
473	1475842	24	5.42	0.743055556	0	0	0	4	8	10	2
474	1476236	13	6	0.307692308	0	0	0	0	2	9	2
475	1476246	10	6.4	0.694214876	0	0	0	1	0	6	4
476	1476483	45	5.87	0.597222222	0	0	0	3	10	27	8
477	1476485	29	6.03	0.516052319	0	0	0	0	7	14	8
478	1476495	45	6.09	0.290629244	0	0	0	0	5	33	9
479	1476501	30	6	0.643598616	0	0	0	2	6	18	8
480	1476512	23	5.78	0.604914934	0	0	0	1	7	11	4
481	1476520	32	5.44	0.955017301	0	0	0	6	12	10	6
482	1476526	29	5.86	0.256837099	0	0	0	0	6	21	2
483	1476527	17	5.47	0.602076125	0	0	0	2	6	8	1
484	1476533	22	6.14	0.4	0	0	0	0	3	14	8
485	1476535	34	6.26	0.36244898	0	0	0	0	3	20	12
486	1476810	25	6.32	0.3776	0	0	0	0	2	13	10
487	1476883	95	5.17	0.624265928	0	0	2	15	45	31	2
488	1477474	43	6	-1	-1	-1	-1	-1	-1	-1	-1
489	1478364	28	6.14	0.487514863	0	0	0	1	2	17	9
490	1478368	50	5.76	0.474482249	0	0	0	2	13	31	6
491	1478478	36	5.44	0.635802469	0	0	0	5	12	17	2
492	1481720	44	6.09	-1	-1	-1	-1	-1	-1	-1	-1
493	1481786	17	5.29	0.555555556	0	0	1	0	9	8	0
494	1482831	12	5.92	0.243055556	0	0	0	0	2	9	1
495	1483401	11	4.91	0.666666667	0	0	1	2	8	4	0
496	1483499	12	4.83	-1	-1	-1	-1	-1	-1	-1	-1
497	1483517	14	4.86	0.551020408	0	0	0	4	9	0	1
498	1483530	13	4.46	-1	-1	-1	-1	-1	-1	-1	-1
499	1483652	15	5.93	0.375	0	0	0	1	0	13	2
500	1483661	36	5.44	1.005113221	0	0	2	5	7	20	3
501	1483731	13	6	0.307692308	0	0	0	0	2	9	2
502	1484735	21	5.24	1.126033058	0	0	2	1	10	6	3
503	1485538	35	5.77	-1	-1	-1	-1	-1	-1	-1	-1
504	1485842	11	4.82	-1	-1	-1	-1	-1	-1	-1	-1
505	1486166	15	5.2	0.56	0	0	0	3	6	6	0
506	1486202	17	5	0.588235294	0	0	1	2	10	4	0
507	1486206	31	4.77	0.884495317	0	0	3	8	14	5	1
508	1486282	14	5.71	0.204081633	0	0	0	0	4	10	0
509	1486291	26	5.19	0.463017751	0	0	0	4	13	9	0
510	1486489	14	5.29	0.346938776	0	0	0	1	8	5	0
511	1487062	10	5.1	0.839506173	0	0	0	2	4	2	1
512	1487529	11	5.73	0.6875	0	0	0	1	3	6	2
513	1488984	29	5.97	0.565555556	0	0	0	2	3	19	6
514	1492588	77	5.78	0.379827964	0	0	0	2	19	50	6
515	1492597	31	5.58	0.566077003	0	0	0	2	12	14	3
516	1493474	15	4.33	0.888888889	0	0	3	6	4	2	0
517	1494299	11	6	0.181818182	0	0	0	0	1	9	1
518	1494302	41	6.37	0.282541322	0	0	0	0	1	25	18
519	1495373	12	4.92	0.561983471	0	0	0	2	4	5	0
520	1495534	23	5.3	1.081285444	0	0	1	4	8	7	3
521	1496737	10	4.3	1.580246914	0	0	3	1	2	3	0
522	1496762	77	4.91	0.991735537	0	0	6	22	24	23	2
523	1497346	66	5.79	-1	-1	-1	-1	-1	-1	-1	-1
524	1497421	83	5.54	0.669342561	0	0	2	6	25	46	6
525	1499107	13	5.69	0.674556213	0	0	0	1	4	6	2
526	1502484	17	5.47	1.07266436	0	0	1	2	4	8	2
527	1502825	11	5.45	0.79338843	0	0	0	2	3	5	1
528	1504547	15	6.33	0.355555556	0	0	0	0	1	8	6
529	150622	11	3.45	0.444444444	0	0	4	4	1	0	0
530	1507156	17	5.12	0.92733564	0	0	1	3	7	5	1
531	1507901	16	5.81	0.380622837	0	0	0	0	5	10	2
532	1510743	71	5.87	0.307875422	0	0	0	1	13	51	6
533	1512206	28	4.75	1.14863258	0	0	3	10	9	5	2
534	1512253	23	5.04	0.956521739	0	0	0	9	7	5	2
535	1512298	57	6.23	0.423324151	0	0	0	1	4	35	26
536	1512579	13	5.46	1.422222222	0	0	1	3	4	4	3
537	1512662	38	5.76	0.443905817	0	0	0	0	14	19	5
538	1512718	38	5.5	0.934210526	0	0	2	3	11	18	4
539	1513076	107	5.83	0.719364137	0	0	2	7	16	64	18
540	1513099	11	5.45	0.975206612	0	0	1	1	1	8	0
541	1513815	15	4.93	0.595555556	0	0	0	5	6	4	0
542	1513840	12	4.92	0.876033058	0	0	0	3	4	3	1
543	1513985	16	5.88	-1	-1	-1	-1	-1	-1	-1	-1
544	1514708	10	5.6	0.44	0	0	0	1	2	7	0
545	1514752	25	6.16	-1	-1	-1	-1	-1	-1	-1	-1
546	1515257	26	5.27	0.50443787	0	0	0	4	11	11	0
547	1515284	17	5.53	0.366782007	0	0	0	1	6	10	0
548	1515896	32	5.38	1.296875	0	0	2	7	4	15	4
549	1516611	18	5.61	0.570987654	0	0	0	2	4	11	1
550	1517331	66	6.48	0.403188692	0	0	0	0	6	25	47
551	1518003	23	5.61	0.586011342	0	0	0	2	7	12	2
552	1518879	39	5.59	0.481856038	0	0	0	3	12	24	2
553	1519025	25	5.4	0.816326531	0	0	1	3	9	13	2
554	1520322	29	5.9	-1	-1	-1	-1	-1	-1	-1	-1
555	1521752	39	5.56	0.758711374	0	0	1	4	9	22	3
556	1521842	12	5.25	0.6875	0	0	0	2	6	3	1
557	1522303	24	5.88	0.479591837	0	0	0	1	6	17	4
558	1522698	10	5.6	0.64	0	0	0	1	3	5	1
559	1523215	13	5.38	-1	-1	-1	-1	-1	-1	-1	-1
560	1523225	25	5	1.2	0	0	2	8	4	10	1
561	1523255	20	5.65	0.580578512	0	0	0	2	5	13	2
562	1525625	20	6.25	0.706597222	0	0	0	1	3	8	12
563	1525633	17	6.41	0.75	0	0	0	1	2	3	14
564	1526551	32	6.16	0.619375	0	0	0	2	2	17	19
565	1526849	11	5.09	1	0	0	1	3	3	5	0
566	1526987	12	5.25	0.854166667	0	0	1	1	4	6	0
567	1527321	19	4.89	1.041551247	0	0	2	5	5	7	0
568	1527641	45	5.91	-1	-1	-1	-1	-1	-1	-1	-1
569	1528259	11	5.18	0.69	0	0	0	3	3	4	0
570	1528432	46	6.28	0.603566529	0	0	0	0	10	14	30
571	1529492	20	5.75	0.276643991	0	0	0	1	3	17	0
572	1530929	50	6.02	0.549019608	0	0	0	2	8	29	12
573	1531666	10	4.8	0.96	0	0	0	5	3	1	1
574	1531719	13	4.92	-1	-1	-1	-1	-1	-1	-1	-1
575	1531816	30	5.3	0.734651405	0	0	1	3	14	11	2
576	1532198	15	5.33	0.755555556	0	0	0	2	8	3	2
577	1533094	17	5.82	-1	-1	-1	-1	-1	-1	-1	-1
578	1534626	10	5.3	0.61	0	0	0	1	6	2	1
579	1534751	13	5.15	0.591715976	0	0	0	3	5	5	0
580	1535132	36	6.14	0.477014602	0	0	0	1	4	24	14
581	1535371	16	4.19	0.77734375	0	0	3	9	2	2	0
582	1535573	15	4.33	0.622222222	0	0	2	7	5	1	0
583	1536202	14	5.79	0.739795918	0	0	0	2	1	9	2
584	1536575	15	5.6	0.915555556	0	0	0	1	5	4	5
585	1536668	16	4	1.715555556	0	0	5	3	3	3	1
586	1536707	11	6.36	0.148760331	0	0	0	0	0	9	2
587	1536829	20	5.7	0.752834467	0	0	0	2	5	10	4
588	1536976	11	4.64	0.776859504	0	0	1	4	4	2	0
589	1537289	10	5.7	0.61	0	0	0	1	2	6	1
590	1537300	12	5.83	0.305555556	0	0	0	0	3	8	1
591	1537447	26	5.42	0.768175583	0	0	1	2	9	13	2
592	1537465	13	4.77	1.923469388	0	0	2	5	2	2	3
593	1537691	20	4.65	0.7275	0	0	2	6	9	3	0
594	1537982	18	5.94	0.6	0	0	0	1	3	11	5
595	1538460	17	5.06	1.937716263	0	0	2	6	2	3	4
596	1538543	16	5.56	0.477508651	0	0	0	1	6	9	1
597	1538683	43	5.56	0.525689562	0	0	0	4	13	24	2
598	1539243	15	5.53	0.75	0	0	0	2	6	6	2
599	1539306	22	5.27	1.317708333	0	0	1	5	7	6	5
600	1539524	33	5.91	0.808163265	0	0	1	2	5	20	7
601	1540505	15	4.93	0.862222222	0	0	1	3	8	2	1
602	1540745	19	4.47	0.775623269	0	0	3	6	8	2	0
603	1541625	12	5.25	0.852071006	0	0	0	2	6	3	2
604	1541762	14	5.21	1.31122449	0	0	1	4	1	7	1
605	1542420	14	4.79	1.025510204	0	0	1	6	2	5	0
606	1542630	13	5	0.307692308	0	0	0	2	9	2	0
607	1542805	11	3.91	0.446280992	0	0	3	6	2	0	0
608	1542898	17	4.41	0.595155709	0	0	1	10	4	2	0
609	1543014	22	6	0.545454545	0	0	0	1	3	13	5
610	1543036	16	6.19	0.720221607	0	0	0	1	2	7	9
611	1543042	27	6.15	0.464646465	0	0	0	0	4	14	15
612	1543258	67	4.93	0.615384615	0	0	1	16	31	16	1
613	1543735	12	4.92	-1	-1	-1	-1	-1	-1	-1	-1
614	1543901	14	5.64	0.658163265	0	0	0	1	5	6	2
615	1543922	13	6.31	0.1875	0	0	0	0	0	9	3
616	1543965	17	4.88	0.809688581	0	0	1	5	6	5	0
617	1544840	42	6.07	0.70557656	0	0	0	1	11	16	18
618	1545044	28	6.14	0.651404787	0	0	0	1	5	13	12
619	1545243	11	5.09	1.173553719	0	0	1	2	4	3	1
620	1545559	11	5.91	-1	-1	-1	-1	-1	-1	-1	-1
621	1545972	13	5	-1	-1	-1	-1	-1	-1	-1	-1
622	1546047	24	6.12	-1	-1	-1	-1	-1	-1	-1	-1
623	1546212	27	5.19	0.669410151	0	0	0	5	14	6	2
624	1546222	10	4.5	1.25	0	0	2	3	4	0	1
625	1546259	12	4.33	1.055555556	0	0	2	6	3	0	1
626	1546261	17	4.41	0.830449827	0	0	2	8	6	0	1
627	1547009	10	5.3	-1	-1	-1	-1	-1	-1	-1	-1
628	1549046	11	4.09	0.628099174	0	0	3	4	4	0	0
629	1551184	15	6.13	-1	-1	-1	-1	-1	-1	-1	-1
630	1551632	13	5.38	-1	-1	-1	-1	-1	-1	-1	-1
631	1553938	12	4.67	1.388888889	0	0	2	4	3	2	1
632	1553941	11	3.73	-1	-1	-1	-1	-1	-1	-1	-1
633	1553951	20	4.95	0.3475	0	0	0	4	13	3	0
634	1554203	20	5.7	-1	-1	-1	-1	-1	-1	-1	-1
635	1556249	12	6	-1	-1	-1	-1	-1	-1	-1	-1
636	1558090	28	5.25	0.627824019	0	0	0	4	14	9	2
637	1559406	15	4.4	0.506666667	0	0	1	8	5	1	0
638	1559631	11	5.45	1.04	0	0	0	2	4	2	2
639	1559727	13	5.23	-1	-1	-1	-1	-1	-1	-1	-1
640	1560451	10	4.3	0.24691358	0	0	0	5	4	0	0
641	1560791	28	5.86	0.46373365	0	0	0	1	6	18	4
642	1561168	31	5.77	0.694214876	0	0	1	2	3	23	4
643	1561449	44	5.61	0.673580247	0	0	1	3	11	26	4
644	1561683	23	6.17	0.248263889	0	0	0	0	1	17	6
645	1561687	22	5.45	-1	-1	-1	-1	-1	-1	-1	-1
646	1562767	18	6.61	0.359861592	0	0	0	0	1	5	11
647	1563541	22	5.36	-1	-1	-1	-1	-1	-1	-1	-1
648	1564091	15	5.53	1.315555556	0	0	1	2	3	6	3
649	1564113	47	5.57	0.551111111	0	0	0	2	19	19	5
650	1564161	47	5.64	0.741511996	0	0	0	6	11	24	6
651	1564707	13	6.08	0.130177515	0	0	0	0	0	11	2
652	1565840	20	6.05	0.4475	0	0	0	0	4	11	5
653	1565998	10	4.2	0.56	0	0	1	7	1	1	0
654	1566013	24	4.83	1.039930556	0	0	2	5	8	8	1
655	1566031	21	5.14	1.265306122	0	0	2	4	6	7	2
656	1566358	15	5.87	0.274691358	0	0	0	0	3	13	2
657	1566379	19	4.74	1.098765432	0	0	2	4	7	4	1
658	1566598	21	4.76	0.657596372	0	0	1	7	9	4	0
659	1567031	29	5.24	0.596938776	0	0	0	5	13	9	1
660	1567068	29	5.34	0.729591837	0	0	1	3	10	13	1
661	1567779	26	5.69	0.467455621	0	0	0	1	10	13	2
662	1568113	47	6.04	0.501109467	0	0	0	1	7	28	16
663	1568386	52	5.6	-1	-1	-1	-1	-1	-1	-1	-1
664	1569151	23	5.3	0.907372401	0	0	0	6	6	9	2
665	1570601	33	5.94	0.385802469	0	0	0	0	8	22	6
666	1571300	65	6.23	0.539930556	0	0	0	2	6	33	31
667	1572251	10	5	-1	-1	-1	-1	-1	-1	-1	-1
668	1572471	26	4.88	-1	-1	-1	-1	-1	-1	-1	-1
669	1573956	22	5.77	0.820861678	0	0	1	0	5	11	4
670	1575012	16	6	-1	-1	-1	-1	-1	-1	-1	-1
671	1575153	21	5.1	0.467120181	0	0	0	4	11	6	0
672	1575208	27	5.04	0.480109739	0	0	1	3	17	6	0
673	1575321	31	5.77	-1	-1	-1	-1	-1	-1	-1	-1
674	1575614	49	6.2	0.366513953	0	0	0	0	5	29	15
675	1576473	16	6.06	0.30859375	0	0	0	0	2	11	3
676	1578567	15	5.2	0.693333333	0	0	0	4	4	7	0
677	1578644	29	5.52	-1	-1	-1	-1	-1	-1	-1	-1
678	1579348	20	5.2	0.76	0	0	0	5	7	7	1
679	1579352	21	4.76	0.657596372	0	0	0	10	6	5	0
680	1579365	17	5	0.823529412	0	0	1	3	9	3	1
681	1579413	11	4.64	0.854166667	0	0	1	4	4	3	0
682	1579497	23	5.04	0.47637051	0	0	0	4	15	3	1
683	1579550	20	5.05	0.5475	0	0	0	5	9	6	0
684	1579824	20	4.75	-1	-1	-1	-1	-1	-1	-1	-1
685	1580458	54	5.78	0.466358135	0	0	0	2	13	32	6
686	1580773	28	6.46	0.392857143	0	0	0	0	2	10	16
687	1580775	16	6.5	0.648888889	0	0	0	0	3	2	10
688	1581169	22	4.68	1.297052154	0	0	1	10	5	2	3
689	1581403	24	5.38	0.734375	0	0	1	2	9	11	1
690	1582226	10	4.9	0.49	0	0	0	3	5	2	0
691	1582491	11	4.55	0.79338843	0	0	1	5	3	2	0
692	1582515	32	5.62	-1	-1	-1	-1	-1	-1	-1	-1
693	1584384	22	5.59	0.489669421	0	0	0	1	7	12	2
694	1585085	45	6.16	0.860677083	0	0	1	3	2	22	20
695	1585581	10	5.5	0.25	0	0	0	0	5	5	0
696	1585590	22	5.14	1.324263039	0	0	3	1	7	8	2
697	1585644	20	4.5	-1	-1	-1	-1	-1	-1	-1	-1
698	1585668	22	4.5	0.704545455	0	0	2	10	7	3	0
699	1586649	20	4.4	0.87534626	0	0	3	5	8	3	0
700	1588743	42	5.74	0.812358277	0	0	2	1	9	24	6
701	1589636	11	4.64	-1	-1	-1	-1	-1	-1	-1	-1
702	1589656	12	4.92	-1	-1	-1	-1	-1	-1	-1	-1
703	1589659	10	5.5	-1	-1	-1	-1	-1	-1	-1	-1
704	1589671	10	4.2	-1	-1	-1	-1	-1	-1	-1	-1
705	1589720	59	6.15	0.434357943	0	0	0	0	9	32	18
706	1590787	12	6	1.166666667	0	0	0	2	1	4	5
707	1591547	27	6	0.428571429	0	0	0	1	3	19	5
708	1592961	45	5.13	0.604444444	0	0	0	11	17	17	0
709	1593939	24	5.21	1.164930556	0	0	1	6	7	7	3
710	1594187	23	5.09	0.688090737	0	0	1	3	13	5	1
711	1594240	47	5.43	0.712539611	0	0	1	5	17	21	3
712	1594859	10	4.2	0.4375	0	0	0	3	4	1	0
713	1594891	17	6.59	0.24609375	0	0	0	0	0	7	9
714	1595027	24	5.38	-1	-1	-1	-1	-1	-1	-1	-1
715	1595839	17	5.47	0.333333333	0	0	0	0	7	10	1
716	1595845	14	4.71	0.532544379	0	0	0	4	6	3	0
717	1595900	18	5.06	0.532871972	0	0	1	0	10	6	0
718	1595902	13	4.92	0.686390533	0	0	0	5	4	4	0
719	1595911	12	4.25	0.6875	0	0	2	6	3	1	0
720	1596161	15	4.87	1.182222222	0	0	2	3	6	3	1
721	1596829	40	4.97	0.574375	0	0	1	8	23	7	1
722	1597091	10	4.5	0.25	0	0	0	5	5	0	0
723	1597154	10	4.8	1.36	0	0	1	4	2	2	1
724	1597350	12	4.58	0.576388889	0	0	1	4	6	1	0
725	1597362	45	5.09	0.70557656	0	0	1	11	16	18	0
726	1597371	16	4.62	0.734375	0	0	1	7	5	3	0
727	1597498	25	5.96	0.99408284	0	0	1	1	5	11	8
728	1597849	21	5.19	0.630385488	0	0	0	5	7	9	0
729	1598064	22	4.59	-1	-1	-1	-1	-1	-1	-1	-1
730	1599482	16	5.12	0.984375	0	0	0	5	6	3	2
731	1599540	14	5.71	0.775510204	0	0	0	1	5	5	3
732	1601067	26	6.54	0.321428571	0	0	0	0	1	12	15
733	1601111	12	5	0.333333333	0	0	0	2	8	2	0
734	1601121	10	4	0.6	0	0	3	4	3	0	0
735	1601134	12	4.5	0.595041322	0	0	1	3	6	1	0
736	1601310	10	4.9	0.222222222	0	0	0	1	7	1	0
737	1601876	38	5.79	0.654432133	0	0	0	2	12	17	7
738	1602115	10	4.7	0.41	0	0	0	4	5	1	0
739	1602207	22	5.09	-1	-1	-1	-1	-1	-1	-1	-1
740	1602268	40	5.22	0.792899408	0	0	0	9	15	12	3
741	1602378	27	6.22	0.31122449	0	0	0	0	2	18	8
742	1602450	35	5.09	0.668685121	0	0	1	6	17	9	1
743	1602985	38	5.05	0.765522279	0	0	2	4	20	9	2
744	1603430	22	4.86	0.481404959	0	0	0	7	11	4	0
745	1603931	22	6.14	0.390495868	0	0	0	0	3	13	6
746	1604398	24	5.83	0.722222222	0	0	0	3	2	15	4
747	1604788	20	4.1	0.777777778	0	0	4	5	8	1	0
748	1605611	11	5.36	-1	-1	-1	-1	-1	-1	-1	-1
749	1605661	11	4	-1	-1	-1	-1	-1	-1	-1	-1
750	1605662	13	4.77	-1	-1	-1	-1	-1	-1	-1	-1
751	1606592	12	4.83	0.472222222	0	0	0	4	6	2	0
752	1606602	35	4.97	0.770612245	0	0	2	8	14	11	0
753	1607539	10	3.6	0.320987654	0	0	2	6	1	0	0
754	1607788	10	5.6	0.84	0	0	0	1	4	3	2
755	1607852	22	4.55	-1	-1	-1	-1	-1	-1	-1	-1
756	1607991	18	4.17	1.027777778	0	0	6	5	5	2	0
757	1608315	10	5.5	0.45	0	0	0	0	6	3	1
758	1608350	11	4.45	0.611570248	0	0	1	5	4	1	0
759	1608877	13	4.62	0.698224852	0	0	1	5	5	2	0
760	1610113	16	5	0.382222222	0	0	0	2	9	4	0
761	1610902	62	5.34	0.643340271	0	0	0	11	21	28	2
762	161124	45	5.82	0.497417355	0	0	1	1	6	32	4
763	1611489	22	5.59	0.787190083	0	0	0	4	3	13	2
764	1611782	53	5.74	0.917024793	0	0	2	3	13	26	11
765	1613434	19	4.79	0.48199446	0	0	0	7	9	3	0
766	1614838	17	4.18	0.498269896	0	0	3	8	6	0	0
767	1614991	22	6.23	0.4416	0	0	0	1	0	15	9
768	1615004	10	4	0.444444444	0	0	0	7	1	1	0
769	1615006	10	4.6	1.04	0	0	2	2	4	2	0
770	1615440	23	6.43	0.583333333	0	0	0	1	1	7	15
771	1616148	14	5.43	0.658163265	0	0	0	2	6	5	1
772	1616159	12	4.25	0.6875	0	0	2	6	3	1	0
773	1617670	23	5.13	0.722117202	0	0	0	7	6	10	0
774	1618158	12	5.17	0.305555556	0	0	0	1	8	3	0
775	1618299	33	6.45	0.789715335	0	0	0	2	3	7	21
776	1618304	10	6.9	0.09	0	0	0	0	0	1	9
777	1619266	21	5.24	1.01	0	0	0	4	10	2	4
778	1619301	11	4.82	0.330578512	0	0	0	3	7	1	0
779	1619445	26	5.5	0.557692308	0	0	0	3	8	14	1
780	1619736	17	5.35	-1	-1	-1	-1	-1	-1	-1	-1
781	1620207	30	6.1	0.745152355	0	0	0	1	8	11	18
782	1620281	42	5.93	-1	-1	-1	-1	-1	-1	-1	-1
783	1621215	13	6.38	0.390532544	0	0	0	0	1	6	6
784	1622515	31	6.16	0.40234375	0	0	0	0	4	18	10
785	1622843	11	4.36	1.140495868	0	0	3	3	3	2	0
786	1623156	11	5.55	0.975206612	0	0	0	2	3	4	2
787	1623662	89	6.48	0.411654898	0	0	0	2	3	41	65
788	162455	12	4	1.50617284	0	0	4	1	2	2	0
789	1624803	38	5.68	0.637119114	0	0	0	2	14	16	6
790	1625369	10	5	1	0	0	0	4	3	2	1
791	1625415	20	5.4	0.74	0	0	0	4	5	10	1
792	1625523	22	6.32	0.595155709	0	0	0	1	3	11	19
793	1626485	17	6.82	0.132963989	0	0	0	0	0	3	16
794	1627272	12	4.25	1.107438017	0	0	3	4	2	2	0
795	1628711	20	5.95	0.6475	0	0	0	1	4	10	5
796	1628920	22	5.23	0.811983471	0	0	1	2	12	5	2
797	1629227	25	5.36	0.8704	0	0	0	7	3	14	1
798	163014	40	5.65	0.837606838	0	0	2	1	10	21	5
799	163034	14	4.79	0.727272727	0	0	1	1	6	3	0
800	163036	37	5.51	0.680788897	0	0	1	3	10	21	2
801	163037	21	5.1	0.56	0	0	0	4	8	8	0
802	163038	23	4.35	0.7475	0	0	2	8	7	3	0
803	1630541	21	4.81	0.725623583	0	0	1	7	8	5	0
804	1630802	25	6.24	0.8224	0	0	0	2	2	9	12
805	1631935	11	4.36	0.61	0	0	1	6	2	1	0
806	1632324	10	5.9	0.378698225	0	0	0	1	0	11	1
807	1632430	48	5.6	0.614149306	0	0	0	3	19	20	6
808	1633008	26	6.31	0.573333333	0	0	0	1	2	11	16
809	1633185	20	5.3	0.91	0	0	1	2	9	6	2
810	1633227	22	5.5	0.886363636	0	0	1	2	6	11	2
811	1633249	50	5.54	1.0484	0	0	2	5	16	18	9
812	1633252	65	5.71	0.743801653	0	0	0	6	18	30	12
813	1633264	13	5.38	0.544378698	0	0	0	1	7	4	1
814	1633268	10	5.4	0.24	0	0	0	0	6	4	0
815	1633271	10	5.1	0.69	0	0	0	2	6	1	1
816	1633277	12	5.33	0.429752066	0	0	0	1	4	6	0
817	1633282	13	4.77	0.485207101	0	0	0	5	6	2	0
818	1633417	20	5.1	0.79	0	0	0	6	7	6	1
819	1634460	23	4.96	1.206597222	0	0	4	3	7	10	0
820	1634532	20	4.8	0.76	0	0	1	7	7	5	0
821	1634574	27	4.85	0.496570645	0	0	1	6	16	4	0
822	1635353	21	4.95	0.712018141	0	0	0	7	9	4	1
823	1635460	19	4.53	0.565096953	0	0	2	6	10	1	0
824	1635471	22	4.95	0.225206612	0	0	0	3	17	2	0
825	1635483	45	5.31	0.525432099	0	0	0	6	20	18	1
826	1635532	16	5.31	0.71484375	0	0	0	3	6	6	1
827	1635549	11	5.27	0.925619835	0	0	0	3	3	4	1
828	1636894	25	5.32	0.6976	0	0	1	3	8	13	0
829	1638153	13	4.85	0.284023669	0	0	0	3	9	1	0
830	1639364	10	3.8	0.9375	0	0	2	3	2	1	0
831	1639371	64	5.64	0.573974609	0	0	0	5	19	34	6
832	1639402	12	5.83	0.472222222	0	0	0	0	4	6	2
833	1639973	26	5.12	0.871301775	0	0	1	5	12	6	2
834	164014	11	4.18	1.472222222	0	0	1	2	0	3	0
835	1640568	11	6.36	0.375	0	0	0	0	1	6	9
836	1641037	10	4.3	0.61	0	0	2	3	5	0	0
837	1641050	11	4.18	0.876033058	0	0	3	4	3	1	0
838	1641471	52	5.17	0.566198225	0	0	0	9	27	14	2
839	1641874	15	3.73	1.388888889	0	0	4	3	2	3	0
840	1642054	84	5.73	0.696187128	0	0	1	5	22	44	14
841	1642225	46	5.26	0.627599244	0	0	0	8	20	16	2
842	1643247	28	6.43	0.527006173	0	0	0	1	2	10	23
843	1644962	13	5.15	0.591715976	0	0	0	3	5	5	0
844	1645168	15	5.6	0.506666667	0	0	0	1	5	8	1
845	1645293	10	5	0.8	0	0	1	1	5	3	0
846	1646400	34	6.32	0.56758034	0	0	0	1	5	18	22
847	1646612	15	6.2	0.5625	0	0	0	0	3	6	7
848	1646613	12	5.25	0.354166667	0	0	0	1	7	4	0
849	1647322	40	6.17	0.785875962	0	0	1	1	5	18	22
850	1648338	10	4.6	0.44	0	0	0	5	4	1	0
851	1648758	25	6.08	0.532544379	0	0	0	1	3	15	7
852	1648940	15	4.47	0.248888889	0	0	0	8	7	0	0
853	1648992	49	5.69	0.86547272	0	0	0	6	13	20	10
854	1649139	13	5.15	1.207100592	0	0	2	0	6	4	1
855	1649148	10	4.9	0.49	0	0	0	3	5	2	0
856	1649168	21	5.76	-1	-1	-1	-1	-1	-1	-1	-1
857	1649192	17	4.47	1.08984375	0	0	2	6	3	5	0
858	1650093	28	5.93	-1	-1	-1	-1	-1	-1	-1	-1
859	1651124	10	5.3	0.41	0	0	0	0	8	1	1
860	1651977	11	5	0.545454545	0	0	0	3	5	3	0
861	1652030	14	5.71	0.346938776	0	0	0	1	2	11	0
862	1652410	13	4.85	1.053254438	0	0	1	4	5	2	1
863	1653632	31	6.13	0.693028096	0	0	0	1	6	12	12
864	1654199	15	5.6	0.506666667	0	0	0	1	5	8	1
865	1654990	10	4	0.2	0	0	1	8	1	0	0
866	1655027	21	5.76	0.657596372	0	0	0	1	7	9	4
867	1655028	11	4.27	0.561983471	0	0	1	7	2	1	0
