imgID,rAvg,gAvg,bAvg,exposure of light and Colorfullness,saturisation,hue,          rule of Thirds,of,thirds,size,aspect ratio,,Ratings Received,Mean of Ratings,Standard Deviation,1,2,3,4,5,6,7
1385612,112.5689722,108.9221665,97.85248637,97.85248637,108.9221665,112.5689722,69.44434541,55.20317555,47.2234766,1053,0.772727273,,26,5.23,0.485207101,0,0,1,1,15,9,0
1386365,41.26352682,41.26352682,41.26352682,41.26352682,41.26352682,41.26352682,77.39106845,77.39106845,77.39106845,1067,0.78130217,,25,5.28,0.828402367,0,0,2,1,11,11,1
1387004,111.4021228,95.07792035,101.4739379,101.4739379,95.07792035,111.4021228,131.639003,98.42916802,95.96849038,752,1.523489933,,11,5.09,0.446280992,0,0,0,2,6,3,0
1387042,44.22254105,44.22254105,44.22254105,44.22254105,44.22254105,44.22254105,107.4481451,107.4481451,107.4481451,607,0.64498645,,15,5.67,0.488888889,0,0,0,0,7,6,2
1387054,44.19102139,44.19102139,44.19102139,44.19102139,44.19102139,44.19102139,107.5373162,107.5373162,107.5373162,636,0.723577236,,21,5.67,0.412698413,0,0,0,1,6,13,1
1388961,112.5430187,122.4360914,136.1431123,136.1431123,122.4360914,112.5430187,112.651119,115.0872895,121.0302442,1115,0.734059098,,22,6.09,0.537190083,0,0,0,1,2,13,6
1389762,91.30922761,85.84750138,101.3590296,101.3590296,85.84750138,91.30922761,85.60406997,68.60786928,68.66912937,917,0.631672598,,11,5.73,0.561983471,0,0,0,0,5,4,2
1391403,140.0688393,131.6319706,127.9283423,127.9283423,131.6319706,140.0688393,152.5261006,126.5029964,106.3907546,1395,1.313432836,,69,4.88,0.693131695,0,0,3,20,29,17,0
1391761,130.3196022,131.9246056,126.7425302,126.7425302,131.9246056,130.3196022,118.2703034,119.9076232,99.05824406,1284,0.888235294,,15,6.33,0.1875,0,0,0,0,0,12,4
1391805,193.7941458,189.7421773,190.0606455,190.0606455,189.7421773,193.7941458,174.2212428,169.7831214,169.4877457,1119,1.156069364,,10,6.3,0.561983471,0,0,0,0,2,4,5
1392850,46.31172884,46.31172884,46.31172884,46.31172884,46.31172884,46.31172884,113.5775457,113.5775457,113.5775457,923,0.741509434,,21,5.71,0.561983471,0,0,0,0,10,8,4
1394730,121.6076622,99.21899724,108.9757729,108.9757729,99.21899724,121.6076622,106.4442263,84.36945169,92.91777546,1053,0.698387097,,20,4.55,0.8475,0,0,3,6,8,3,0
1394897,191.2759147,130.3306452,106.5162169,106.5162169,130.3306452,191.2759147,198.3653682,122.2431223,92.21436397,1097,0.769354839,,18,5.33,0.533950617,0,0,0,2,10,5,1
1394907,149.7899621,165.9878047,164.5880812,164.5880812,165.9878047,149.7899621,141.2254572,160.1792764,156.5631478,1053,0.772727273,,33,5.27,0.748269896,0,0,1,2,20,7,4
1394909,172.8139176,124.8079259,107.9414317,107.9414317,124.8079259,172.8139176,131.8058125,69.22355447,36.867042,1097,0.769354839,,11,5.55,0.743055556,0,0,0,2,2,7,1
1394920,158.9355169,154.2168137,104.9725209,104.9725209,154.2168137,158.9355169,131.2041138,121.093445,43.46154239,1282,1.041401274,,37,6.08,0.236669102,0,0,0,1,0,31,5
1395004,226.8546916,230.4215949,235.1053558,235.1053558,230.4215949,226.8546916,255.4322034,255.4322034,255.4234082,1034,0.752542373,,12,5.17,0.805555556,0,0,1,1,5,5,0
1401585,90.60705905,88.82211344,93.59333722,93.59333722,88.82211344,90.60705905,54.74248252,51.8265035,63.59573427,1029,0.715,,25,5.04,0.972222222,0,0,0,8,6,8,2
1401712,137.4458247,132.7225874,135.7928468,135.7928468,132.7225874,137.4458247,72.18558749,63.92868018,69.22892528,1404,1.294117647,,10,5,0.8,0,0,0,3,5,1,1
1402395,89.57300193,93.44523235,89.95997374,89.95997374,93.44523235,89.57300193,71.66190009,79.91316434,86.61604697,1011,0.687813022,,34,6.15,0.624375,0,0,0,1,6,16,17
1403744,126.4837216,126.4837216,126.4837216,126.4837216,126.4837216,126.4837216,104.1731724,104.1731724,104.1731724,1272,1.436781609,,16,5.25,0.678200692,0,0,0,3,7,6,1
1403747,117.3786386,122.0574124,127.272828,127.272828,122.0574124,117.3786386,65.57740388,80.4893458,96.12713495,882,0.705996132,,19,5.32,0.507936508,0,0,1,0,11,9,0
1403775,73.6122875,78.00109167,84.8601625,84.8601625,78.00109167,73.6122875,102.6841125,93.253875,77.9963625,1000,1.5,,11,4.09,-1,-1,-1,-1,-1,-1,-1,-1
1403890,72.46560758,63.0325,70.42261106,70.42261106,63.0325,72.46560758,88.5711324,72.25249782,68.75310105,1374,1.393728223,,47,5.74,0.530556813,0,0,0,3,11,28,5
1405168,111.3361667,111.3361667,111.3361667,111.3361667,111.3361667,111.3361667,62.53189911,62.53189911,62.53189911,1106,0.640949555,,14,5.57,0.244897959,0,0,0,0,6,8,0
1405194,115.111468,88.29719169,62.54134276,62.54134276,88.29719169,115.111468,127.2596368,116.3647504,100.7383578,1404,1.294117647,,54,6.13,0.498216409,0,0,0,3,2,37,16
1405514,63.11120683,64.13116273,65.58959337,65.58959337,64.13116273,63.11120683,158.0391769,158.9361088,159.1779191,1402,1.117824773,,20,5.85,0.4275,0,0,0,1,3,14,2
1407925,123.9676964,17.95922992,22.19951398,22.19951398,17.95922992,123.9676964,107.7365313,1.349101198,11.56537949,1351,1.251666667,,63,5.44,0.532627866,0,0,0,7,23,31,2
1408934,104.5657075,144.8724224,176.4911423,176.4911423,144.8724224,104.5657075,113.3080959,161.7482187,201.8874281,934,0.664884135,,35,6.11,0.409375,0,0,0,0,6,23,11
1409262,98.15681962,103.7193521,103.8262741,103.8262741,103.7193521,98.15681962,86.02379716,91.40283848,93.24188433,939,0.670818505,,57,6.37,0.489795918,0,0,0,1,5,26,31
1410415,52.4760193,52.4760193,52.4760193,52.4760193,52.4760193,52.4760193,84.83029345,84.83029345,84.83029345,1108,0.849749583,,12,6,0.166666667,0,0,0,0,1,10,1
1411618,122.5764934,117.6376233,98.31747709,98.31747709,117.6376233,122.5764934,139.3874679,136.7682004,111.0314697,1410,1.322899506,,26,5.62,0.467455621,0,0,0,3,4,19,0
1411753,59.96849859,22.28817072,10.64967141,10.64967141,22.28817072,59.96849859,110.0931321,29.49149274,14.46395609,759,1.48852459,,12,5.08,0.780612245,0,0,0,4,6,3,1
1412215,24.65636547,36.09358545,45.61166282,45.61166282,36.09358545,24.65636547,16.79482102,26.70716224,40.54868938,1233,1.847575058,,17,5.76,0.537190083,0,0,0,0,7,10,5
1413049,183.6648273,176.9600239,137.3419464,137.3419464,176.9600239,183.6648273,192.3948832,178.6151413,117.124171,1188,1,,79,4.91,0.865566416,0,0,5,20,34,17,3
1414435,122.6966203,120.3890173,112.9810888,112.9810888,120.3890173,122.6966203,109.799222,102.1111116,93.69651716,1020,0.702838063,,34,5.74,0.807605251,0,0,1,3,8,25,10
1414464,92.28890413,104.2871325,143.3713204,143.3713204,104.2871325,92.28890413,96.59212207,110.6767189,157.663589,991,0.65442404,,28,6,0.4375,0,0,0,1,4,21,6
1415275,87.30886718,77.37798219,79.80951889,79.80951889,77.37798219,87.30886718,124.9862023,105.8814015,102.3691282,856,0.636711281,,24,5.42,0.576388889,0,0,0,3,9,11,1
1415289,182.7808725,101.19292,8.71868892,8.71868892,101.19292,182.7808725,216.3231508,115.4473288,5.4099017,1360,0.773142112,,13,5.54,0.710059172,0,0,1,0,3,9,0
1415763,136.4533958,153.3484993,167.8763682,167.8763682,153.3484993,136.4533958,67.08664302,65.19721048,72.44733716,1202,0.973727422,,11,5.36,0.958677686,0,0,0,3,2,5,1
1415883,106.989958,72.18833242,67.95147991,67.95147991,72.18833242,106.989958,164.0765559,89.73120823,58.63188959,1300,1.31316726,,12,5.33,0.722222222,0,0,1,0,5,6,0
1416576,42.28595177,58.64675466,99.63737115,99.63737115,58.64675466,42.28595177,75.45413395,102.1647873,168.3792061,1106,0.75,,89,5.81,0.311829314,0,0,0,2,18,64,5
1416734,86.30264543,80.38948752,84.97371173,84.97371173,80.38948752,86.30264543,90.02213005,75.84690907,56.74101055,1075,1.331887202,,12,5.92,0.99408284,0,0,1,0,1,8,3
1416997,115.1024149,120.9421484,129.9876507,129.9876507,120.9421484,115.1024149,84.67647059,91.75648643,102.7831584,1053,0.772727273,,12,5.25,0.6875,0,0,0,3,3,6,0
1418128,34.76280488,34.86220528,34.39887195,34.39887195,34.86220528,34.76280488,128.5580488,128.953811,126.9946951,1092,1.219512195,,12,4.92,1.076388889,0,0,1,4,2,5,0
1418579,86.64197439,86.64197439,86.64197439,86.64197439,86.64197439,86.64197439,66.69443117,66.69443117,66.69443117,907,0.734225621,,11,3.73,0.89,0,0,4,4,1,1,0
1420381,121.9745487,100.4542144,83.18507165,83.18507165,100.4542144,121.9745487,129.0101908,96.60832308,80.71991289,1066,0.505649718,,14,5.57,0.773333333,0,0,1,0,4,9,1
1421084,24.77895517,24.77895517,24.77888241,24.77888241,24.77895517,24.77895517,62.78551018,62.78551018,62.78551018,787,1.363363363,,16,5.88,0.9375,0,0,0,2,4,6,4
1421534,144.0418813,134.9671985,172.6203652,172.6203652,134.9671985,144.0418813,209.8143062,193.2784354,220.6592778,951,1.444730077,,11,5,0.727272727,0,0,1,1,6,3,0
1422170,136.5372871,118.4162996,121.3225877,121.3225877,118.4162996,136.5372871,161.2678167,115.6451274,110.5544897,775,1.414330218,,18,5.67,0.986149584,0,0,1,1,7,7,3
1422241,157.3043819,161.765206,168.2105732,168.2105732,161.765206,157.3043819,152.7365353,158.6213633,171.5381498,1052,0.768067227,,10,5.4,0.24,0,0,0,0,6,4,0
1422253,133.5707153,86.91347738,85.33137705,85.33137705,86.91347738,133.5707153,124.073253,75.82572038,79.54803353,852,1.014184397,,21,5,0.571428571,0,0,0,6,9,6,0
1422256,132.6910091,126.2417168,121.7185811,121.7185811,126.2417168,132.6910091,129.453719,131.0367145,131.4908286,1125,0.77444795,,55,6.42,0.459183673,0,0,0,1,3,23,29
1423500,124.8167187,112.1670118,118.3910338,118.3910338,112.1670118,124.8167187,161.2602702,146.0619146,151.4940187,907,0.616755793,,12,4.92,0.99408284,0,0,1,2,6,3,1
1423530,117.6408333,117.6408333,117.6408333,117.6408333,117.6408333,117.6408333,133.2649125,133.2649125,133.2649125,1000,0.666666667,,19,5.79,0.57231405,0,0,0,1,5,12,4
1423546,107.4048134,110.258658,106.3637858,106.3637858,110.258658,107.4048134,123.3480056,120.9601113,102.0919295,899,1.497222222,,16,6.12,0.498269896,0,0,0,0,3,8,6
1423677,51.17296567,45.22797897,59.71009851,59.71009851,45.22797897,51.17296567,53.23204929,50.05280253,66.68135837,1003,0.674457429,,13,5.08,0.840236686,0,0,0,5,2,6,0
1425005,153.3499313,151.3269651,148.6622195,148.6622195,151.3269651,153.3499313,157.4753648,161.5780017,163.1613479,1056,0.855887522,,27,5.15,0.563609467,0,0,0,6,11,9,0
1425296,65.87362668,65.28202818,64.82534615,64.82534615,65.28202818,65.87362668,46.77096799,45.87634083,44.72318999,1370,1.2909699,,11,5.64,0.595041322,0,0,0,1,3,6,1
1426415,151.2092539,138.868951,82.49683238,82.49683238,138.868951,151.2092539,150.8894152,131.3291849,72.57429953,1187,0.890127389,,34,6.18,0.262975779,0,0,0,0,2,24,8
1429826,112.1383188,112.12405,111.98125,111.98125,112.12405,112.1383188,86.95411875,86.91305625,86.70808125,820,0.64,,24,5.33,0.555555556,0,0,0,4,8,12,0
1429893,51.80256407,28.71971696,50.51622751,50.51622751,28.71971696,51.80256407,101.5303793,39.68134157,96.04583648,940,0.640488656,,26,5.62,0.467455621,0,0,0,2,7,16,1
1429905,54.94495391,63.74526296,46.14456493,46.14456493,63.74526296,54.94495391,45.50208078,58.08210689,48.16182128,1256,1.563265306,,13,4.77,0.792899408,0,0,1,4,5,3,0
1429910,80.03006074,44.09523898,78.39321415,78.39321415,44.09523898,80.03006074,125.4360313,48.05475835,120.9997895,1256,1.563265306,,28,5.64,0.443877551,0,0,0,2,7,18,1
1430294,44.98837484,47.09777458,61.76962324,61.76962324,47.09777458,44.98837484,64.16393678,66.56014368,103.465431,1122,0.87,,24,5,0.75,0,0,1,6,9,8,0
1432466,161.5318289,140.7958911,128.6695599,128.6695599,140.7958911,161.5318289,188.4827443,153.7303794,144.2409563,1201,0.668055556,,10,4,0.6,0,0,2,7,0,1,0
1432474,164.6038132,143.2527749,135.305299,135.305299,143.2527749,164.6038132,149.1906228,141.4845008,149.1399123,1092,0.708920188,,12,4.25,0.520833333,0,0,2,5,5,0,0
1432740,124.9947973,106.4783093,104.40454,104.40454,106.4783093,124.9947973,89.57435161,72.90476006,75.28424445,971,0.77189781,,60,5.75,0.635850578,0,0,0,6,10,37,8
1433561,90.28136407,90.28136407,90.28136407,90.28136407,90.28136407,90.28136407,92.37694305,92.37694305,92.37694305,734,1.621428571,,18,5.56,0.443213296,0,0,0,1,6,11,1
1433619,73.40815751,61.61313722,65.37526266,65.37526266,61.61313722,73.40815751,142.7782476,93.27019084,77.71087188,1199,1.446938776,,10,5.6,0.41,0,0,0,0,4,5,1
1434348,58.76953695,61.96829808,58.80008792,58.80008792,61.96829808,58.76953695,112.9229285,115.4497815,102.3248734,1256,1.563265306,,24,5.5,0.75,0,0,0,4,6,12,2
1435020,90.22890525,90.22095827,90.22101459,90.22101459,90.22095827,90.22890525,119.4081013,119.4081013,119.4081013,1115,0.710122699,,11,5.45,0.429752066,0,0,0,1,4,6,0
1435261,153.4340218,118.9785596,99.43955298,99.43955298,118.9785596,153.4340218,106.5028928,65.61648267,43.46031468,1202,0.747093023,,34,5.59,0.404897959,0,0,0,2,10,22,1
1435591,49.6772037,49.6772037,49.6772037,49.6772037,49.6772037,49.6772037,94.84438889,94.84438889,94.84438889,824,0.648,,20,5.35,0.443213296,0,0,0,2,8,9,0
1435670,63.52966683,50.72210001,46.14257931,46.14257931,50.72210001,63.52966683,129.5645146,115.5626016,109.4594931,624,1.447058824,,27,5.96,0.444444444,0,0,0,0,6,15,6
1436381,86.54983732,109.6223606,135.4759695,135.4759695,109.6223606,86.54983732,95.04349602,118.5781972,148.7689542,1102,0.836666667,,20,5.15,0.6275,0,0,1,2,10,7,0
1437124,53.98214855,117.2545678,133.3569656,133.3569656,117.2545678,53.98214855,60.8443201,84.80225929,79.39172297,1323,0.72265625,,14,6,0.285714286,0,0,0,0,2,10,2
1437377,127.0657138,103.0784975,91.99219555,91.99219555,103.0784975,127.0657138,134.2114148,89.23385173,58.39849011,1092,0.967567568,,23,6.43,0.4,0,0,0,0,2,11,12
1437405,83.17935001,83.17935001,83.17935001,83.17935001,83.17935001,83.17935001,122.236702,122.236702,122.236702,1011,0.646579805,,62,5.18,0.770760548,0,0,2,12,21,25,1
1439972,87.70712777,65.74921999,54.96627057,54.96627057,65.74921999,87.70712777,186.0171846,75.79177331,40.03226691,1447,1.645338208,,11,4.82,1.05785124,0,0,1,4,2,4,0
1440285,59.49050676,75.79776669,98.40941398,98.40941398,75.79776669,59.49050676,92.41878031,110.8236665,136.2127238,1270,0.657963446,,11,6.18,0.330578512,0,0,0,0,1,7,3
1440317,151.7032742,151.4918231,151.3954097,151.3954097,151.4918231,151.7032742,135.6062508,134.0310128,133.2969718,1297,0.691003911,,10,5.7,0.41,0,0,0,1,1,8,0
1440410,147.3583293,111.3669464,61.15936688,61.15936688,111.3669464,147.3583293,124.2253518,89.02978801,53.67262884,1281,0.66796875,,10,5.8,0.36,0,0,0,1,0,9,0
1441499,78.07328908,126.8654447,140.9212298,140.9212298,126.8654447,78.07328908,113.1488459,155.7455112,172.5792429,1295,1.169179229,,40,5.6,0.49,0,0,1,2,9,28,0
1441751,142.9236255,129.0415128,123.4277237,123.4277237,129.0415128,142.9236255,133.1694461,121.5476567,117.7686245,1097,0.769354839,,14,5.79,0.648888889,0,0,0,1,3,8,3
1442641,157.0289519,46.37321481,50.49342593,50.49342593,46.37321481,157.0289519,201.1513333,33.49603333,42.94143333,1050,1.333333333,,13,5.77,0.792899408,0,0,0,1,4,5,3
1445351,161.5326695,153.731817,144.6989967,144.6989967,153.731817,161.5326695,139.8913043,127.2265698,115.1067719,997,0.66722408,,13,4.92,0.686390533,0,0,0,5,4,4,0
144537,114.4079917,114.7920417,123.1235778,123.1235778,114.7920417,114.4079917,128.09245,125.859175,130.42385,2100,0.75,,11,4.09,1.333333333,0,0,1,1,1,3,0
1445659,73.7772553,65.61523818,80.14157263,80.14157263,65.61523818,73.7772553,121.1622064,109.08563,123.3414597,1105,0.639465875,,21,5.33,0.603174603,0,0,0,4,6,11,0
1445704,70.00048194,78.84869911,35.27445317,35.27445317,78.84869911,70.00048194,65.80434019,75.22696166,27.18232735,1105,0.639465875,,22,4.95,0.316115702,0,0,0,4,15,3,0
1446654,146.5964679,148.8878685,146.3565385,146.3565385,148.8878685,146.5964679,145.4563049,142.2145177,138.0296028,1217,1.40990099,,36,5.58,0.520833333,0,0,0,3,11,20,2
1447132,146.3571044,103.0363698,79.41212121,79.41212121,103.0363698,146.3571044,217.2445179,178.5355923,153.5584298,1159,0.717037037,,11,5.64,0.41322314,0,0,0,1,2,8,0
1447162,90.42104872,59.40247244,48.88289141,48.88289141,59.40247244,90.42104872,122.3789736,35.18309938,1.994392454,1404,1.294117647,,31,4.97,0.676378772,0,0,1,7,16,6,1
1447177,92.93049745,100.524105,92.43903862,92.43903862,100.524105,92.93049745,167.7146319,153.2331758,104.3567076,1112,0.684848485,,26,5.5,0.403846154,0,0,0,2,9,15,0
1448987,100.3656639,123.0890822,146.387376,146.387376,123.0890822,100.3656639,109.2302995,137.2461387,161.7450035,1101,1.242362525,,11,4.82,0.138888889,0,0,0,2,10,0,0
1450602,103.4416519,99.56442288,102.9817341,102.9817341,99.56442288,103.4416519,118.4283959,86.5724014,71.35016388,1269,0.654498044,,25,6.24,0.2624,0,0,0,0,1,17,7
1450785,135.0082229,97.20545598,121.7454767,121.7454767,97.20545598,135.0082229,177.9653685,130.0468824,165.0963629,1229,1.008169935,,11,5.27,0.925619835,0,0,1,1,3,6,0
1452925,142.9867347,144.6156764,141.6344431,141.6344431,144.6156764,142.9867347,146.4425814,143.0920651,138.9303123,1338,1.43715847,,31,5.48,0.674012856,0,0,1,2,11,17,2
1453509,153.6057209,139.8469243,131.312426,131.312426,139.8469243,153.6057209,176.2612993,145.0232566,125.3581086,1208,1.013333333,,15,4.6,0.918367347,0,0,2,3,6,3,0
1453690,96.933964,83.66968095,163.8659003,163.8659003,83.66968095,96.933964,100.6162602,93.50417752,174.3828096,1465,1.1996997,,12,5.83,0.305555556,0,0,0,0,3,8,1
1454212,141.9540442,122.0252301,98.65728218,98.65728218,122.0252301,141.9540442,93.15067625,77.81942096,60.52803607,1014,0.857142857,,12,6.58,0.247933884,0,0,0,0,0,5,6
1455386,132.9184113,140.3438114,158.9879263,158.9879263,140.3438114,132.9184113,108.3292301,112.3435914,123.2664579,1008,0.777777778,,27,5.11,0.617283951,0,0,1,4,13,9,0
1457870,114.8563298,109.4306963,96.16198104,96.16198104,109.4306963,114.8563298,119.0985365,114.0154651,101.0293208,997,0.66722408,,24,5.04,0.539930556,0,0,0,6,11,7,0
1459518,95.56913947,62.52723415,33.21863916,33.21863916,62.52723415,95.56913947,151.8450487,105.5165068,42.4202712,1104,0.637982196,,38,5.74,0.670562454,0,0,1,1,9,21,5
1460494,112.590251,123.9018963,133.6704271,133.6704271,123.9018963,112.590251,122.1843931,131.7405586,140.1705478,643,1.482625483,,10,5.2,0.330578512,0,0,0,1,7,3,0
1461725,134.7214509,120.3994533,117.8671745,117.8671745,120.3994533,134.7214509,84.04673506,68.75886111,65.04574605,1399,1.091180867,,32,6.56,0.490358127,0,0,0,1,1,10,21
1462328,39.38463831,39.30772503,39.36106453,39.36106453,39.30772503,39.38463831,44.48520962,44.4522688,44.47120838,1411,1.351666667,,18,5.44,0.595155709,0,0,1,0,7,9,0
1462358,89.50919375,117.5605825,128.8895821,128.8895821,117.5605825,89.50919375,90.95683411,116.304466,126.626049,975,0.893203883,,36,6.08,1.117192148,0,0,1,2,8,8,22
1464864,114.2098371,158.6532482,201.8402057,201.8402057,158.6532482,114.2098371,84.04294233,127.9502203,163.7296201,1585,0.654488518,,15,6,0.266666667,0,0,0,0,2,11,2
1465326,100.7383147,76.97638161,106.1501821,106.1501821,76.97638161,100.7383147,132.6396896,52.07327862,115.0936646,1105,0.639465875,,13,5.23,0.485207101,0,0,0,2,6,5,0
1467122,133.9786711,123.0470724,124.4330683,124.4330683,123.0470724,133.9786711,115.547791,106.3131034,107.4745589,1352,1.392920354,,14,6.14,0.456747405,0,0,0,0,3,9,5
1467423,135.0407197,125.6885769,92.17832061,92.17832061,125.6885769,135.0407197,165.6730698,139.8806107,109.5833424,874,0.667938931,,12,4.83,1.138888889,0,0,1,4,4,2,1
1467941,125.7812549,121.5867366,121.86892,121.86892,121.5867366,125.7812549,106.407972,91.18174825,83.59482517,1029,0.715,,21,5.81,0.860879905,0,0,1,1,4,15,8
1468522,151.5540809,151.5540809,151.5540809,151.5540809,151.5540809,151.5540809,185.4355613,185.4355613,185.4355613,1251,1.270417423,,10,4.1,-1,-1,-1,-1,-1,-1,-1,-1
1469172,42.59640918,53.17002762,42.44008019,42.44008019,53.17002762,42.59640918,46.09603863,51.67719287,99.16874824,1023,0.751712329,,31,5.19,1.059313215,0,0,2,7,6,15,1
1471957,71.51056359,78.82253769,53.09193519,53.09193519,78.82253769,71.51056359,173.6514926,149.1604724,75.96663728,1154,0.803125,,48,5.44,0.787760417,0,0,1,7,13,24,3
1472036,82.33584731,98.6480568,56.32879791,56.32879791,98.6480568,82.33584731,140.5824727,132.8171502,86.56841234,1029,0.761986301,,10,5.6,0.24,0,0,0,0,4,6,0
1475842,124.1466725,74.78409795,70.43846109,70.43846109,74.78409795,124.1466725,180.8505575,115.1869164,102.3170732,1474,1.567944251,,24,5.42,0.743055556,0,0,0,4,8,10,2
1476236,119.8068693,98.19695405,67.6709913,67.6709913,98.19695405,119.8068693,141.1694575,97.37666944,29.20449597,1045,0.747491639,,13,6,0.307692308,0,0,0,0,2,9,2
1476246,110.7351879,102.5093151,65.42428137,65.42428137,102.5093151,110.7351879,119.0820092,101.1979212,76.01563698,1386,1.038235294,,10,6.4,0.694214876,0,0,0,1,0,6,4
1476483,178.5817685,162.8881584,29.8977807,29.8977807,162.8881584,178.5817685,69.2922876,75.67417408,49.35684857,1035,0.7278798,,45,5.87,0.597222222,0,0,0,3,10,27,8
1476485,71.39991329,98.9740493,108.9199315,108.9199315,98.9740493,71.39991329,116.9232362,137.1128364,147.6086558,976,0.632107023,,29,6.03,0.516052319,0,0,0,0,7,14,8
1476495,84.93071786,129.6196205,94.55448736,94.55448736,129.6196205,84.93071786,90.67860638,144.0673536,121.8742198,1005,0.677796327,,45,6.09,0.290629244,0,0,0,0,5,33,9
1476501,66.66729692,111.4579991,70.27309651,70.27309651,111.4579991,66.66729692,95.28474981,144.9639706,97.13184683,1142,1.471861472,,30,6,0.643598616,0,0,0,2,6,18,8
1476512,111.160201,114.5693385,114.2040936,114.2040936,114.5693385,111.160201,113.9305921,117.3292434,116.2026645,1056,0.76,,23,5.78,0.604914934,0,0,0,1,7,11,4
1476520,91.44375272,99.3097157,77.38292886,77.38292886,99.3097157,91.44375272,95.82934612,113.359647,94.66457232,1005,0.677796327,,32,5.44,0.955017301,0,0,0,6,12,10,6
1476526,152.0618252,146.3887287,130.2667049,130.2667049,146.3887287,152.0618252,155.0365164,145.9472785,126.2260313,1142,1.471861472,,29,5.86,0.256837099,0,0,0,0,6,21,2
1476527,84.54996783,70.18060487,57.89496394,57.89496394,70.18060487,84.54996783,115.868166,108.5586933,107.2419643,1141,0.849270665,,17,5.47,0.602076125,0,0,0,2,6,8,1
1476533,96.77502098,129.4081019,156.4100573,156.4100573,129.4081019,96.77502098,128.8842269,166.5651639,202.687481,961,0.604340568,,22,6.14,0.4,0,0,0,0,3,14,8
1476535,72.37003791,114.9528072,68.03917449,68.03917449,114.9528072,72.37003791,113.1528492,155.178335,88.75825061,1005,0.677796327,,34,6.26,0.36244898,0,0,0,0,3,20,12
1476810,72.33577098,43.29772958,43.82783407,43.82783407,43.29772958,72.33577098,110.8696775,58.33695652,40.19506564,1000,0.672240803,,25,6.32,0.3776,0,0,0,0,2,13,10
1476883,44.59628472,45.45318813,58.38541035,58.38541035,45.45318813,44.59628472,40.92022727,42.04085227,52.955,1135,0.7734375,,95,5.17,0.624265928,0,0,2,15,45,31,2
1478364,123.0720374,86.22343631,52.85795201,52.85795201,86.22343631,123.0720374,140.6043172,99.21496744,63.25747034,939,0.54950495,,28,6.14,0.487514863,0,0,0,1,2,17,9
1478368,113.5804003,82.91553825,55.34606946,55.34606946,82.91553825,113.5804003,153.0972152,102.1892502,63.94508277,980,0.675213675,,50,5.76,0.474482249,0,0,0,2,13,31,6
1478478,93.49294929,84.62651752,100.2225466,100.2225466,84.62651752,93.49294929,171.5282215,152.8380537,65.37238255,1047,0.745,,36,5.44,0.635802469,0,0,0,5,12,17,2
1481786,179.3195125,179.3195125,179.3195125,179.3195125,179.3195125,179.3195125,133.7222382,133.7222382,133.7222382,1446,0.675550406,,17,5.29,0.555555556,0,0,1,0,9,8,0
1482831,73.53301865,111.8529623,120.2430187,120.2430187,111.8529623,73.53301865,71.16051389,81.90790184,66.1798486,1614,0.683003128,,12,5.92,0.243055556,0,0,0,0,2,9,1
1483401,124.5575104,115.4290746,106.8604597,106.8604597,115.4290746,124.5575104,123.3646925,107.8634687,91.10240597,835,0.67,,11,4.91,0.666666667,0,0,1,2,8,4,0
1483517,66.56847208,60.37354018,60.13744563,60.13744563,60.37354018,66.56847208,28.79625052,13.39594899,13.27429336,1124,0.781299525,,14,4.86,0.551020408,0,0,0,4,9,0,1
1483652,144.9194455,151.1087949,155.5462803,155.5462803,151.1087949,144.9194455,154.9626049,166.7754118,181.3008625,1119,0.773375594,,15,5.93,0.375,0,0,0,1,0,13,2
1483661,198.6319814,198.6319814,198.6319814,198.6319814,198.6319814,198.6319814,205.457242,205.457242,205.457242,1114,0.793880837,,36,5.44,1.005113221,0,0,2,5,7,20,3
1483731,84.558492,75.48049467,36.30348594,36.30348594,75.48049467,84.558492,85.77326963,63.45227297,33.89868805,1155,1.037037037,,13,6,0.307692308,0,0,0,0,2,9,2
1484735,158.1468091,164.0838454,163.3298676,163.3298676,164.0838454,158.1468091,131.3646171,127.7241479,125.2492392,758,1.493421053,,21,5.24,1.126033058,0,0,2,1,10,6,3
1486166,166.8628625,72.87725109,59.12048957,59.12048957,72.87725109,166.8628625,82.45708721,18.26922823,7.855218855,1053,0.772727273,,15,5.2,0.56,0,0,0,3,6,6,0
1486282,102.7291441,80.77444463,78.46484713,78.46484713,80.77444463,102.7291441,68.02332659,46.53982002,44.99117142,1147,0.914858097,,14,5.71,0.204081633,0,0,0,0,4,10,0
1486291,54.46758658,59.07165945,75.02897908,75.02897908,59.07165945,54.46758658,56.62948052,70.87597403,100.119513,1062,0.77,,26,5.19,0.463017751,0,0,0,4,13,9,0
1486489,31.76217417,31.76217417,31.76217417,31.76217417,31.76217417,31.76217417,86.34659459,86.34659459,86.34659459,833,1.501501502,,14,5.29,0.346938776,0,0,0,1,8,5,0
1487062,168.1493446,159.472187,153.3404369,153.3404369,159.472187,168.1493446,152.1585624,139.1578436,130.1852431,937,0.703636364,,10,5.1,0.839506173,0,0,0,2,4,2,1
1487529,65.24783069,65.24783069,65.1129356,65.1129356,65.24783069,65.24783069,88.63405583,88.63405583,88.28226601,1065,1.448275862,,11,5.73,0.6875,0,0,0,1,3,6,2
1488984,133.9342759,114.3506463,96.19198111,96.19198111,114.3506463,133.9342759,157.9615152,117.8906357,94.94916095,968,0.649063032,,29,5.97,0.565555556,0,0,0,2,3,19,6
