imgID,r,g,b,avgBrightness,LA,LB,LC,anti-blurr,exposure&colourfullness,saturation,hue,ROT1,ROT2,ROT3,size,aspectRatio,WTH1,WTH2,WTH3,WTS1,WTS2,WTS3,WTV1,WTV2,WTV3,hue,saturation ,value,PART,Ratings Received,Mean of Ratings,Standard Deviation,1,2,3,4,5,6,7
1403890,72.46560758,63.0325,70.42261106,68.64023955,65.57154469,66.69547183,66.61669192,1048.232062,70.42261106,63.0325,72.46560758,88.5711324,72.25249782,68.75310105,1374,1.393728223,-24761.5,39356.25,26105.125,-30048,34241.5,19543.25,-31741.5,32465.75,18441.875,-0.036660962,-0.061589806,-0.007501498,,47,5.74,0.530556813,0,0,0,3,11,28,5
1405168,111.3361667,111.3361667,111.3361667,111.3361667,111.3361667,111.3361667,111.3361667,2431.6297,111.3361667,111.3361667,111.3361667,62.53189911,62.53189911,62.53189911,1106,0.640949555,-1852.5,8143.25,10558.125,-1852.5,8143.25,10558.125,-1852.5,8143.25,10558.125,0.385448588,0.385448588,0.385448588,,14,5.57,0.244897959,0,0,0,0,6,8,0
1405194,115.111468,88.29719169,62.54134276,88.65000083,92.13833455,93.37849354,94.57932619,2860.424142,62.54134276,88.29719169,115.111468,127.2596368,116.3647504,100.7383578,1404,1.294117647,19821.5,21512.75,52403.375,13051,12702.5,41038.5,3408.5,1485.25,21342.75,0.364877177,-92.23076923,0.15745554,,54,6.13,0.498216409,0,0,0,3,2,37,16
1405514,63.11120683,64.13116273,65.58959337,64.27732098,64.0196188,63.99245701,64.05094588,493.8509976,65.58959337,64.13116273,63.11120683,158.0391769,158.9361088,159.1779191,1402,1.117824773,1199,-26133.5,37801.875,-6783,-32920.5,31606.375,329,-25605.5,31401.875,-0.152689863,-0.211739742,-0.190604562,,20,5.85,0.4275,0,0,0,1,3,14,2
1407925,123.9676964,17.95922992,22.19951398,54.70881343,40.8027784,50.13915378,68.4552209,592.4776875,22.19951398,17.95922992,123.9676964,107.7365313,1.349101198,11.56537949,1351,1.251666667,16532,-44256,-11847.5,15179.5,-62043.25,-2923.125,7593.5,-57125.25,-5890.625,1.132437868,-1.962548999,-3.723300756,,63,5.44,0.532627866,0,0,0,7,23,31,2
1408934,104.5657075,144.8724224,176.4911423,141.9764241,138.5860864,136.4252487,139.1630367,5023.004402,176.4911423,144.8724224,104.5657075,113.3080959,161.7482187,201.8874281,934,0.664884135,-8698,-21313,2068.5,825.5,-4896.25,12687.875,-1874,3814,18539,-0.156402245,-0.362019944,-1.118404774,,35,6.11,0.409375,0,0,0,0,6,23,11
1409262,98.15681962,103.7193521,103.8262741,101.9008153,102.5444774,102.068344,102.84666,2576.139928,103.8262741,103.7193521,98.15681962,86.02379716,91.40283848,93.24188433,939,0.670818505,-53757.5,14995.5,-24185.5,-54715.5,14596.5,-27711.5,-53818.5,16883,-27462.25,0.205472806,0.178206834,0.166519217,,57,6.37,0.489795918,0,0,0,1,5,26,31
1410415,52.4760193,52.4760193,52.4760193,52.4760193,52.4760193,52.4760193,52.4760193,137.834941,52.4760193,52.4760193,52.4760193,84.83029345,84.83029345,84.83029345,1108,0.849749583,3106,-1459.5,4061.25,3106,-1459.5,4061.25,3106,-1459.5,4061.25,3.576947678,3.576947678,3.576947678,,12,6,0.166666667,0,0,0,0,1,10,1
1411618,122.5764934,117.6376233,98.31747709,112.8438646,117.2927126,116.9118488,117.7535646,445.1695314,98.31747709,117.6376233,122.5764934,139.3874679,136.7682004,111.0314697,1410,1.322899506,-44502,-8586,6760.375,-46509.5,-9806.75,7143.625,-41181.5,-3867.75,6839.875,0.389286002,0.402229706,0.403725241,,26,5.62,0.467455621,0,0,0,3,4,19,0
1411753,59.96849859,22.28817072,10.64967141,30.96878024,29.45870878,32.22779983,39.47550694,1286.718381,10.64967141,22.28817072,59.96849859,110.0931321,29.49149274,14.46395609,759,1.48852459,-13641.5,-10751.25,-11286.125,6382,11344.25,-1502.375,3842.5,411.5,1270.75,0.448870165,0.893164154,0.088888889,,12,5.08,0.780612245,0,0,0,4,6,3,1
1412215,24.65636547,36.09358545,45.61166282,35.45387125,34.34923767,33.7589175,35.38133914,2030.071157,45.61166282,36.09358545,24.65636547,16.79482102,26.70716224,40.54868938,1233,1.847575058,-918.5,5677.75,8038.875,6269.5,16681.25,10385.125,11604.5,25890.75,13747.875,0.278990556,0.375421138,0.338220824,,17,5.76,0.537190083,0,0,0,0,7,10,5
1413049,183.6648273,176.9600239,137.3419464,165.9889325,175.5250399,174.4482993,177.3358364,794.9734267,137.3419464,176.9600239,183.6648273,192.3948832,178.6151413,117.124171,1188,1,1550.5,-12607.75,22048.625,1350.5,-13950.75,22027.625,5366.5,-25330.75,35349.625,-1.854475698,-1.564100224,-0.860949158,,79,4.91,0.865566416,0,0,5,20,34,17,3
1414435,122.6966203,120.3890173,112.9810888,118.6889088,120.3447613,120.2344868,120.5441734,874.5808969,112.9810888,120.3890173,122.6966203,109.799222,102.1111116,93.69651716,1020,0.702838063,6665.5,49338.75,11959.375,9620.5,51265.25,15432.125,6752,48933,13759,-0.10899799,-0.042503401,-0.041025004,,34,5.74,0.807605251,0,0,1,3,8,25,10
1414464,92.28890413,104.2871325,143.3713204,113.3157857,104.5581875,105.1552596,104.9430009,1600.330344,143.3713204,104.2871325,92.28890413,96.59212207,110.6767189,157.663589,991,0.65442404,1108,-4999,-7610.5,2246.5,-7296.75,-8507.875,-11.5,-5279.75,-10387.375,-6.202220287,1.676604079,0.220164268,,28,6,0.4375,0,0,0,1,4,21,6
1415275,87.30886718,77.37798219,79.80951889,81.49878942,79.66484529,80.62451199,82.17674144,224.3983662,79.80951889,77.37798219,87.30886718,124.9862023,105.8814015,102.3691282,856,0.636711281,12845.5,11864.75,12310.125,13484,11774.5,12565.5,13660,14074.5,9254.5,0.628068352,0.532486673,0.582000458,,24,5.42,0.576388889,0,0,0,3,9,11,1
1415289,182.7808725,101.19292,8.71868892,97.56416046,111.8618792,115.0456554,123.5812642,16.79713779,8.71868892,101.19292,182.7808725,216.3231508,115.4473288,5.4099017,1360,0.773142112,27404.5,30001.25,28968.625,18717,20557,19346.5,4329.5,5222.75,3415.375,0.457834449,0.325307585,0.186331574,,13,5.54,0.710059172,0,0,1,0,3,9,0
1415763,136.4533958,153.3484993,167.8763682,152.5594211,150.8055125,149.9530404,150.9993259,1341.333156,167.8763682,153.3484993,136.4533958,67.08664302,65.19721048,72.44733716,1202,0.973727422,-5141.5,-23387.75,18215.625,-2445,-13239.5,9497.75,-1028.5,-7113.25,3431.875,-0.894299067,-3.117517227,10.57472785,,11,5.36,0.958677686,0,0,0,3,2,5,1
1415883,106.989958,72.18833242,67.95147991,82.37659009,79.28125725,82.11101727,84.2183052,288.7880077,67.95147991,72.18833242,106.989958,164.0765559,89.73120823,58.63188959,1300,1.31316726,-16135.5,-21826.25,-20455.625,-11568,-17515.5,-14595.25,-8680,-13736,-10919.5,-0.070086855,0.291963832,0.9692188,,12,5.33,0.722222222,0,0,1,0,5,6,0
1416576,42.28595177,58.64675466,99.63737115,66.85669253,58.12797048,58.42780488,59.62924833,2078.220684,99.63737115,58.64675466,42.28595177,75.45413395,102.1647873,168.3792061,1106,0.75,-42999,35145.5,41661.25,-29759.5,40974.25,53168.125,-57140,60056,79716,0.203392991,0.184182864,0.171924596,,89,5.81,0.311829314,0,0,0,2,18,64,5
1416734,86.30264543,80.38948752,84.97371173,83.88861489,81.97760588,82.68012329,82.49971928,2976.073912,84.97371173,80.38948752,86.30264543,90.02213005,75.84690907,56.74101055,1075,1.331887202,3881.5,-1137.75,1787.625,2988.5,-697,-1736,643,-4958.5,-5323.25,-1.317319177,0.157436252,1.476601099,,12,5.92,0.99408284,0,0,1,0,1,8,3
1416997,115.1024149,120.9421484,129.9876507,122.010738,120.3537063,120.2272553,120.3250118,5190.398289,129.9876507,120.9421484,115.1024149,84.67647059,91.75648643,102.7831584,1053,0.772727273,-429.5,-449.75,53988.625,-2937.5,-2335.75,51559.625,-5857.5,-4793.75,48187.125,-1.023980217,-0.979365011,-0.933159793,,12,5.25,0.6875,0,0,0,3,3,6,0
1418128,34.76280488,34.86220528,34.39887195,34.67462737,34.80762009,34.77966456,34.81251856,81.61167005,34.39887195,34.86220528,34.76280488,128.5580488,128.953811,126.9946951,1092,1.219512195,172,-226,-1182.5,-139.5,-426.75,-1447.375,-77.5,-211.75,-1091.375,-3.586832647,-4.044632439,-3.187306021,,12,4.92,1.076388889,0,0,1,4,2,5,0
1418579,86.64197439,86.64197439,86.64197439,86.64197439,86.64197439,86.64197439,86.64197439,327.0681483,86.64197439,86.64197439,86.64197439,66.69443117,66.69443117,66.69443117,907,0.734225621,-9905.5,-11875.75,-7961.25,-9905.5,-11875.75,-7961.25,-9905.5,-11875.75,-7961.25,-0.191456542,-0.191456542,-0.191456542,,11,3.73,0.89,0,0,4,4,1,1,0
1420381,121.9745487,100.4542144,83.18507165,101.8712782,103.7826054,104.9201121,105.2481962,217.3045206,83.18507165,100.4542144,121.9745487,129.0101908,96.60832308,80.71991289,1066,0.505649718,13641.5,-38645.25,-25079.625,13896.5,-38316.75,-24793.875,14289.5,-36280.25,-21695.125,0.058743543,0.074569141,0.115071055,,14,5.57,0.773333333,0,0,1,0,4,9,1
1421084,24.77895517,24.77895517,24.77888241,24.77893091,24.77894991,24.77894687,24.77895348,164.6324562,24.77888241,24.77895517,24.77895517,62.78551018,62.78551018,62.78551018,787,1.363363363,1543.5,-608.75,-2346.875,1543.5,-608.75,-2346.875,1543,-610,-2351.5,-0.635674262,-0.635674262,-0.632990229,,16,5.88,0.9375,0,0,0,2,4,6,4
1421534,144.0418813,134.9671985,172.6203652,150.5431483,139.6150347,141.9729896,142.3832907,5860.443926,172.6203652,134.9671985,144.0418813,209.8143062,193.2784354,220.6592778,951,1.444730077,-1270,-5890,-7369,4918,4880.25,-4669.125,7594,9756.25,-3198.125,0.099640177,-0.009718194,-0.115092057,,11,5,0.727272727,0,0,1,1,6,3,0
1422170,136.5372871,118.4162996,121.3225877,125.4253915,122.4786555,124.1657917,124.0676806,413.3949956,121.3225877,118.4162996,136.5372871,161.2678167,115.6451274,110.5544897,775,1.414330218,-13178,-13573,-21315,-11182,-10331.5,-18446.75,-7764,-8001.25,-13487.625,0.198976715,0.328199775,0.4143158,,18,5.67,0.986149584,0,0,1,1,7,7,3
1422241,157.3043819,161.765206,168.2105732,162.4267204,161.2821903,161.1661915,161.2206575,3718.534962,168.2105732,161.765206,157.3043819,152.7365353,158.6213633,171.5381498,1052,0.768067227,-214352.5,-65956.25,24841.875,-216907,-66795.5,24483.75,-216767,-66927.5,23347.25,-0.362031862,-0.332486304,-0.283185611,,10,5.4,0.24,0,0,0,0,6,4,0
1422253,133.5707153,86.91347738,85.33137705,101.9385233,96.71857853,100.6836321,102.5827789,8040.193225,85.33137705,86.91347738,133.5707153,124.073253,75.82572038,79.54803353,852,1.014184397,-4930,11322,-26498,-4257.5,8545.25,-23568.875,-4534,8642,-22365.5,0.33504531,0.525162674,0.515785954,,21,5,0.571428571,0,0,0,6,9,6,0
1422256,132.6910091,126.2417168,121.7185811,126.883769,127.286266,127.6544178,127.8622727,2135.471561,121.7185811,126.2417168,132.6910091,129.453719,131.0367145,131.4908286,1125,0.77444795,-506.5,-91211,7830.375,856.5,-89897.5,6552.625,237,-89496.25,3146.25,0.593048349,0.642756212,0.680605054,,55,6.42,0.459183673,0,0,0,1,3,23,29
1423500,124.8167187,112.1670118,118.3910338,118.4582548,115.3057139,116.6588127,115.8257469,1688.730481,118.3910338,112.1670118,124.8167187,161.2602702,146.0619146,151.4940187,907,0.616755793,6380.5,8649.75,8519.875,6405,8337,7436,8034,9258,8711,0.712226821,0.711744824,0.617307597,,12,4.92,0.99408284,0,0,1,2,6,3,1
1423530,117.6408333,117.6408333,117.6408333,117.6408333,117.6408333,117.6408333,117.6408333,5082.250478,117.6408333,117.6408333,117.6408333,133.2649125,133.2649125,133.2649125,1000,0.666666667,-408,5711,5692,-408,5711,5692,-408,5711,5692,0.038102392,0.038102392,0.038102392,,19,5.79,0.57231405,0,0,0,1,5,12,4
1423546,107.4048134,110.258658,106.3637858,108.0090858,109.3707209,108.9613431,109.8013782,1103.864407,106.3637858,110.258658,107.4048134,123.3480056,120.9601113,102.0919295,899,1.497222222,-5056,-1068,-6866.125,-2312.5,4675.75,-5578.75,-28,4523,-7340.125,-0.118047415,-1.035177476,-0.459547261,,16,6.12,0.498269896,0,0,0,0,3,8,6
1423677,51.17296567,45.22797897,59.71009851,52.03701439,47.53749218,48.65649162,48.31823309,454.8904346,59.71009851,45.22797897,51.17296567,53.23204929,50.05280253,66.68135837,1003,0.674457429,-3125.5,-4337.75,-15701.75,-3006,-5472,-13091.375,626.5,-2638.75,-8996.125,0.380415558,-0.539015667,8.095336788,,13,5.08,0.840236686,0,0,0,5,2,6,0
1425005,153.3499313,151.3269651,148.6622195,151.1130386,151.564653,151.628051,151.8644615,2102.664299,148.6622195,151.3269651,153.3499313,157.4753648,161.5780017,163.1613479,1056,0.855887522,-41654,1164.5,-68526.75,-40553,2266,-66881.5,-40720.5,1109.25,-72792.375,0.19060352,0.230927532,0.23846936,,27,5.15,0.563609467,0,0,0,6,11,9,0
1425296,65.87362668,65.28202818,64.82534615,65.32700034,65.37482958,65.40685438,65.42276028,2918.787988,64.82534615,65.28202818,65.87362668,46.77096799,45.87634083,44.72318999,1370,1.2909699,6562.5,-30482.75,19985.375,6622,-29204,18962.75,6729,-29433.5,19533.5,0.370395953,0.385398533,0.392435565,,11,5.64,0.595041322,0,0,0,1,3,6,1
1426415,151.2092539,138.868951,82.49683238,124.1916791,137.4224325,136.1322801,139.2712419,3067.446995,82.49683238,138.868951,151.2092539,150.8894152,131.3291849,72.57429953,1187,0.890127389,-67561,23009.5,-37274,-67705,29853.5,-43789,-102233,51213.5,-41789.25,-0.014989299,0.027186285,0.168282539,,34,6.18,0.262975779,0,0,0,0,2,24,8
1429826,112.1383188,112.12405,111.98125,112.0812063,112.1167734,112.1120372,112.1178309,907.7427103,111.98125,112.12405,112.1383188,86.95411875,86.91305625,86.70808125,820,0.64,3004.5,3114.25,4887.875,3000,3112,4886.75,3000,3112,4886.75,-1.162639185,-1.160859019,-1.15786985,,24,5.33,0.555555556,0,0,0,4,8,12,0
1429893,51.80256407,28.71971696,50.51622751,43.67950285,35.20083832,38.10629045,41.2046555,1663.089891,50.51622751,28.71971696,51.80256407,101.5303793,39.68134157,96.04583648,940,0.640488656,-3113.5,-8220.75,-1377.375,-2701.5,-2979.25,-1209.125,-2791.5,-13074.75,-3202.875,-3.210638298,0.917923434,-2.488146189,,26,5.62,0.467455621,0,0,0,2,7,16,1
1429905,54.94495391,63.74526296,46.14456493,54.94492727,60.60354686,59.10749098,60.99435247,1013.792883,46.14456493,63.74526296,54.94495391,45.50208078,58.08210689,48.16182128,1256,1.563265306,10118.5,8049.75,10080.125,13516.5,11954.75,9595.375,7649.5,7190.25,6402.125,0.427617941,0.489577039,0.433155147,,13,4.77,0.792899408,0,0,1,4,5,3,0
1429910,80.03006074,44.09523898,78.39321415,67.50617129,54.2112959,58.74971986,59.86015008,433.1732454,78.39321415,44.09523898,80.03006074,125.4360313,48.05475835,120.9997895,1256,1.563265306,10722.5,15850.25,13072.125,8006.5,12170.25,6935.625,10943.5,13228.25,13381.125,0.932449681,0.050170267,3.125525852,,28,5.64,0.443877551,0,0,0,2,7,18,1
1430294,44.98837484,47.09777458,61.76962324,51.28525756,47.70862367,48.13965481,48.34414272,1205.016305,61.76962324,47.09777458,44.98837484,64.16393678,66.56014368,103.465431,1122,0.87,2666.5,34443.75,10884.875,-57.5,29406.75,11889.375,-2183,25168,8855,0.871206471,0.512806424,-4.847025874,,24,5,0.75,0,0,1,6,9,8,0
1432466,161.5318289,140.7958911,128.6695599,143.66576,144.3288304,145.6135348,146.6179629,4212.61889,128.6695599,140.7958911,161.5318289,188.4827443,153.7303794,144.2409563,1201,0.668055556,5273,-516,-17247.5,-2568,-8884.5,-27298.75,5669.5,24.25,-15373.875,-0.052459651,0.211803402,0.268515558,,10,4,0.6,0,0,2,7,0,1,0
1432474,164.6038132,143.2527749,135.305299,147.7206291,147.2181979,148.7307231,151.3638725,3755.970658,135.305299,143.2527749,164.6038132,149.1906228,141.4845008,149.1399123,1092,0.708920188,-217.5,-3304.75,2601.125,6344,1842.5,7271.75,6655.5,3265.25,8603.125,0.072846404,0.126261327,-0.59140561,,12,4.25,0.520833333,0,0,2,5,5,0,0
1432740,124.9947973,106.4783093,104.40454,111.9592155,110.2651885,111.7783295,111.4855318,4916.827043,104.40454,106.4783093,124.9947973,89.57435161,72.90476006,75.28424445,971,0.77189781,-29475.5,1737.25,-1342.25,-26625.5,2678.25,3904.75,-23549.5,5850.25,7016.25,0.713949239,0.60734166,0.579879547,,60,5.75,0.635850578,0,0,0,6,10,37,8
1433561,90.28136407,90.28136407,90.28136407,90.28136407,90.28136407,90.28136407,90.28136407,205.7726949,90.28136407,90.28136407,90.28136407,92.37694305,92.37694305,92.37694305,734,1.621428571,-20491.5,-14480.5,-29132.25,-20491.5,-14480.5,-29132.25,-20491.5,-14480.5,-29132.25,-0.86048982,-0.86048982,-0.86048982,,18,5.56,0.443213296,0,0,0,1,6,11,1
1433619,73.40815751,61.61313722,65.37526266,66.79885246,64.39238399,65.56873058,66.38681595,282.5121845,65.37526266,61.61313722,73.40815751,142.7782476,93.27019084,77.71087188,1199,1.446938776,9623,26122.5,32653.75,8205,26017.5,27630.75,6221,23347.5,28423.25,0.349488163,0.283539011,0.312180541,,10,5.6,0.41,0,0,0,0,4,5,1
1434348,58.76953695,61.96829808,58.80008792,59.84597432,61.05949669,60.65069254,62.21283537,1702.171099,58.80008792,61.96829808,58.76953695,112.9229285,115.4497815,102.3248734,1256,1.563265306,-7903,-2447,-290.25,-8580.5,-3635,-807,-2746.5,-342,3551.75,-2.362105843,-4.97571304,-12.14640648,,24,5.5,0.75,0,0,0,4,6,12,2
1435020,90.22890525,90.22095827,90.22101459,90.22362604,90.22265187,90.22334084,90.22294862,337.3931983,90.22101459,90.22095827,90.22890525,119.4081013,119.4081013,119.4081013,1115,0.710122699,14109.5,13254.75,1103.75,14023,13298.5,1051.125,14044.5,13326.25,1020.5,1.080773305,1.102997815,1.102625298,,11,5.45,0.429752066,0,0,0,1,4,6,0
1435261,153.4340218,118.9785596,99.43955298,123.9507115,124.8930746,127.0532961,127.9252518,4059.005557,99.43955298,118.9785596,153.4340218,106.5028928,65.61648267,43.46031468,1202,0.747093023,73910,-65797.75,-92879.125,77997,-66860.25,-79008.875,83950,-67033.75,-71387.625,0.155915672,0.183140448,0.200722437,,34,5.59,0.404897959,0,0,0,2,10,22,1
1435591,49.6772037,49.6772037,49.6772037,49.6772037,49.6772037,49.6772037,49.6772037,1038.944255,49.6772037,49.6772037,49.6772037,94.84438889,94.84438889,94.84438889,824,0.648,-619.5,-2372.75,-2566.375,-619.5,-2372.75,-2566.375,-619.5,-2372.75,-2566.375,-7.816799054,-7.816799054,-7.816799054,,20,5.35,0.443213296,0,0,0,2,8,9,0
1435670,63.52966683,50.72210001,46.14257931,53.46478205,53.11434732,54.02949713,54.30707687,338.3311872,46.14257931,50.72210001,63.52966683,129.5645146,115.5626016,109.4594931,624,1.447058824,1112.5,2847.75,3761.875,723.5,2148.75,3157.375,-108.5,1670.75,2957.875,2.440369821,3.22914472,3.39975386,,27,5.96,0.444444444,0,0,0,0,6,15,6
1436381,86.54983732,109.6223606,135.4759695,110.5493891,106.5837727,105.6709875,109.2606369,242.9146333,135.4759695,109.6223606,86.54983732,95.04349602,118.5781972,148.7689542,1102,0.836666667,306.5,499.75,-3812.125,9004.5,9900,7906.5,13717,14892.25,10832.125,2.066807714,0.953996973,0.994942597,,20,5.15,0.6275,0,0,1,2,10,7,0
1437124,53.98214855,117.2545678,133.3569656,101.5312273,104.9654446,100.1717878,109.018227,4486.538361,133.3569656,117.2545678,53.98214855,60.8443201,84.80225929,79.39172297,1323,0.72265625,-12610,-6208,-2144.125,-22169.5,2249.25,189.5,-1637.5,18490.25,18418,1.34351323,0.408814169,0.620662846,,14,6,0.285714286,0,0,0,0,2,10,2
1437377,127.0657138,103.0784975,91.99219555,107.3788023,107.3777487,108.9868367,109.9300589,1359.232013,91.99219555,103.0784975,127.0657138,134.2114148,89.23385173,58.39849011,1092,0.967567568,-13241,-31402.5,28743,-3317,-14508,23273.75,3714.5,-2357.25,21989.25,0.472756706,0.820688398,0.958934295,,23,6.43,0.4,0,0,0,0,2,11,12
1437405,83.17935001,83.17935001,83.17935001,83.17935001,83.17935001,83.17935001,83.17935001,995.6408086,83.17935001,83.17935001,83.17935001,122.236702,122.236702,122.236702,1011,0.646579805,32812,22510.5,26238.25,32812,22510.5,26238.25,32812,22510.5,26238.25,0.139086459,0.139086459,0.139086459,,62,5.18,0.770760548,0,0,2,12,21,25,1
1439972,87.70712777,65.74921999,54.96627057,69.47420611,69.63894223,71.08537818,74.2369969,691.7095958,54.96627057,65.74921999,87.70712777,186.0171846,75.79177331,40.03226691,1447,1.645338208,-37181.5,90723.25,-29894.375,-47958.5,90382.75,-31180.125,-20965.5,20503.25,-13485.875,0.979266486,1.027479401,-9.653062842,,11,4.82,1.05785124,0,0,1,4,2,4,0
1440285,59.49050676,75.79776669,98.40941398,77.89922914,73.96340416,73.49962376,74.32850688,36.19003542,98.40941398,75.79776669,59.49050676,92.41878031,110.8236665,136.2127238,1270,0.657963446,-5201.5,-5691,-3873.5,-6978.5,-7675,-6205.5,-9684,-10606.75,-9024.875,-4.660909122,-4.344715301,-3.516718436,,11,6.18,0.330578512,0,0,0,0,1,7,3
1440317,151.7032742,151.4918231,151.3954097,151.530169,151.5298165,151.5440558,151.5694275,3782.881355,151.3954097,151.4918231,151.7032742,135.6062508,134.0310128,133.2969718,1297,0.691003911,-22871,-26219.25,-28494.875,-23014.5,-25748,-28409.75,-22310,-26101.75,-28613.625,0.329186326,0.332993895,0.32937053,,10,5.7,0.41,0,0,0,1,1,8,0
1440410,147.3583293,111.3669464,61.15936688,106.6282142,115.3937271,116.4047058,119.544491,864.4480621,61.15936688,111.3669464,147.3583293,124.2253518,89.02978801,53.67262884,1281,0.66796875,-22948.5,-28808.75,-30225.375,-26929,-31370,-33968.5,-18806,-24922,-25715.5,0.313187017,0.295302112,-0.034584498,,10,5.8,0.36,0,0,0,1,0,9,0
1441499,78.07328908,126.8654447,140.9212298,115.2866545,117.5070601,113.8789497,119.1412275,3051.037897,140.9212298,126.8654447,78.07328908,113.1488459,155.7455112,172.5792429,1295,1.169179229,11766,20593,1774.5,56266,-6342,-3488.5,37725,-8978.5,-5467.75,-31.95097436,-10.63288627,-7.926944387,,40,5.6,0.49,0,0,1,2,9,28,0
1441751,142.9236255,129.0415128,123.4277237,131.7976207,131.5875344,132.5522925,132.9506534,3079.788519,123.4277237,129.0415128,142.9236255,133.1694461,121.5476567,117.7686245,1097,0.769354839,-50756.5,15211.75,84138.25,-54010.5,11482.75,84053.75,-53745.5,8060.25,85334,-0.000153373,-0.040103907,-0.069407404,,14,5.79,0.648888889,0,0,0,1,3,8,3
1442641,157.0289519,46.37321481,50.49342593,84.6318642,70.19610375,79.92898426,90.51043131,169.0515389,50.49342593,46.37321481,157.0289519,201.1513333,33.49603333,42.94143333,1050,1.333333333,7357.5,9404.5,8662.5,2130,1614.25,349.875,2775.5,2563.75,136.375,2.168262629,-0.692163304,-2.202484954,,13,5.77,0.792899408,0,0,0,1,4,5,3
1445351,161.5326695,153.731817,144.6989967,153.321161,154.7381086,155.0345304,155.3481976,133.9218515,144.6989967,153.731817,161.5326695,139.8913043,127.2265698,115.1067719,997,0.66722408,5491,7845.25,5106.125,4786,7880.75,4439.375,2967.5,5325.25,3120.625,-1.0678513,-1.919108644,0.395151892,,13,4.92,0.686390533,0,0,0,5,4,4,0
144537,114.4079917,114.7920417,123.1235778,117.4412037,115.3119295,115.6270058,115.4748433,363.5823578,123.1235778,114.7920417,114.4079917,128.09245,125.859175,130.42385,2100,0.75,20046.5,10107.25,13216.25,33297.5,22264.75,29391,43300,31054,34706.625,1.168173599,0.567568515,0.390167598,,11,4.09,1.333333333,0,0,1,1,1,3,0
1445659,73.7772553,65.61523818,80.14157263,73.17802204,68.39928437,69.71168343,70.74509888,232.5350506,80.14157263,65.61523818,73.7772553,121.1622064,109.08563,123.3414597,1105,0.639465875,9015,8929.75,7533.125,8393,7575.25,5734.875,6974.5,7317.5,6325,1.615779253,1.127247881,2.630684349,,21,5.33,0.603174603,0,0,0,4,6,11,0
1445704,70.00048194,78.84869911,35.27445317,61.37454474,73.82150758,71.23561814,75.08092389,2820.437645,35.27445317,78.84869911,70.00048194,65.80434019,75.22696166,27.18232735,1105,0.639465875,-4365,-5917.25,-6505.375,-1867.5,-3463.5,-4435,-1965.5,-4399.75,-5648.875,0.388051146,0.326890797,0.246301546,,22,4.95,0.316115702,0,0,0,4,15,3,0
1446654,146.5964679,148.8878685,146.3565385,147.2802917,148.2179547,147.9141681,148.2612353,13209.23591,146.3565385,148.8878685,146.5964679,145.4563049,142.2145177,138.0296028,1217,1.40990099,-48271,-140011.5,-42581.25,-52831,-142754.5,-44905.25,-49534.5,-140903.25,-43335.125,-0.135257393,-0.133280978,-0.136949762,,36,5.58,0.520833333,0,0,0,3,11,20,2
1447132,146.3571044,103.0363698,79.41212121,109.6018651,110.5406872,113.2961051,114.3337347,569.2036486,79.41212121,103.0363698,146.3571044,217.2445179,178.5355923,153.5584298,1159,0.717037037,30667,26174.5,-22891.75,17887,16919.5,-12940.25,6154,9627,-4339.5,-0.824603376,-1.055516168,-1.726555274,,11,5.64,0.41322314,0,0,0,1,2,8,0
1447162,90.42104872,59.40247244,48.88289141,66.23547086,65.23750801,67.47779451,71.84106498,546.843554,48.88289141,59.40247244,90.42104872,122.3789736,35.18309938,1.994392454,1404,1.294117647,-8040,-8721,82894.5,-12584,-15612,89255.5,-15984.5,-17124.25,87708.875,-0.448382524,-0.538667927,-0.553963483,,31,4.97,0.676378772,0,0,1,7,16,6,1
1447177,92.93049745,100.524105,92.43903862,95.29788035,98.32596223,97.33191877,99.61779811,2923.475409,92.43903862,100.524105,92.93049745,167.7146319,153.2331758,104.3567076,1112,0.684848485,13539,40483.5,40179.25,13774.5,40308.25,39041.125,9251,32136.5,42113.75,0.24202045,0.256357187,0.279902128,,26,5.5,0.403846154,0,0,0,2,9,15,0
1448987,100.3656639,123.0890822,146.387376,123.2807074,119.9402203,118.9507856,120.2482944,2941.379433,146.387376,123.0890822,100.3656639,109.2302995,137.2461387,161.7450035,1101,1.242362525,188855,-176092.5,-30422.875,190668.5,-181385.75,-26537.5,192341.5,-179745.25,-23137,0.275976907,0.168089755,-0.196765123,,11,4.82,0.138888889,0,0,0,2,10,0,0
1450602,103.4416519,99.56442288,102.9817341,101.9959363,100.6354516,101.1132878,103.0834112,7353.349431,102.9817341,99.56442288,103.4416519,118.4283959,86.5724014,71.35016388,1269,0.654498044,-23284.5,-170.75,-20636.375,-9525.5,13969.5,-5418.25,7440,35692.75,10103.875,-0.419820123,-1.968949086,1.039153565,,25,6.24,0.2624,0,0,0,0,1,17,7
1450785,135.0082229,97.20545598,121.7454767,117.9863852,107.0141137,111.3060457,110.7378425,8049.300421,121.7454767,97.20545598,135.0082229,177.9653685,130.0468824,165.0963629,1229,1.008169935,72317.5,35912.75,-81168.125,72591.5,38418.75,-88987.125,75822.5,38773.25,-76952.875,13.2532133,5.452822216,4.098033122,,11,5.27,0.925619835,0,0,1,1,3,6,0
